"riactivityId","riactivityTypeName","year","date","domainName","interventionAreaName"
"docdbRS20110248A","Patent",2011,"2011-01-01","Process industries and materials","Advanced materials"
"docdbRS20150164A1","Patent",2016,"2016-01-01","ICT","Artificial intelligence and robotics"
"docdbRS1425U1","Patent",2015,"2015-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20120243A1","Patent",2013,"2013-01-01","Process industries and materials","Advanced materials"
"docdbRS20060445A","Patent",2008,"2008-01-01","Electric and electronic technologies","Energy storage"
"docdbRS828U","Patent",2007,"2007-01-01","Heavy machinery","Advanced materials"
"CORDIS-194009","H2020",2014,"2014-07-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"docdbRS20080223A","Patent",2011,"2011-01-01","Process industries and materials","Advanced materials"
"docdbSI1824349T1","Patent",2013,"2013-01-01","Health & wellbeing","Advanced computing and Big Data"
"CORDIS-193229","H2020",2014,"2014-05-01","Health & wellbeing","Cultural heritage"
"docdbRS20050703A","Patent",2007,"2007-01-01","Energy","Energy storage"
"docdbRS1275U","Patent",2012,"2012-01-01","Energy","Energy supply"
"docdbRS1311U","Patent",2013,"2013-01-01","Process industries and materials","Advanced materials"
"docdbRS20110329A1","Patent",2013,"2013-01-01","Electric and electronic technologies","Low-carbon and clean industries"
"docdbRS914U","Patent",2008,"2008-01-01","Electric and electronic technologies","Energy storage"
"docdbRS20070064A","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-199912","H2020",2016,"2016-01-01","ICT","Next generation internet"
"CORDIS-90952","FP7",2009,"2009-06-01","Health & wellbeing","Tools, technologies and digital solutions for health"
"docdbEP2435991A2","Patent",2012,"2012-01-01","ICT","Advanced computing and Big Data"
"docdbRS20050758A","Patent",2007,"2007-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20120178A1","Patent",2013,"2013-01-01","Process industries and materials","Energy supply"
"docdbRS20070225A","Patent",2010,"2010-01-01","Energy","Energy supply"
"docdbAT476946T","Patent",2010,"2010-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-102063","FP7",2012,"2012-05-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"CORDIS-191919","CIP",2012,"2012-01-01","ICT","Next generation internet"
"docdbRS20060309A","Patent",2008,"2008-01-01","Heavy machinery","Energy supply"
"docdbRS1229U","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20090362A","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS1259U","Patent",2012,"2012-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20130007A1","Patent",2014,"2014-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-194626","H2020",2015,"2015-09-01","Energy","Advanced computing and Big Data"
"docdbWO2016133419A1","Patent",2016,"2016-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20130209A1","Patent",2014,"2014-01-01","Energy","Low-carbon and clean industries"
"docdbRS20120410A1","Patent",2014,"2014-01-01","Process industries and materials","Advanced materials"
"docdbRS20070327A","Patent",2009,"2009-01-01","Process industries and materials","Low-carbon and clean industries"
"docdbPE07472009A1","Patent",2009,"2009-01-01","Energy","Energy supply"
"docdbRS1269U","Patent",2012,"2012-01-01","Heavy machinery","Low-carbon and clean industries"
"559469-CREA-1-2015-1-ES-CULT-COOP1","Creative Europe",2015,"2015-01-01","Better societies - governance, culture, education and the economy","Cultural heritage"
"CORDIS-194619","H2020",2015,"2015-03-01","Energy","Social and economic transformations"
"CORDIS-212358","H2020",2017,"2017-10-01","ICT","Advanced computing and Big Data"
"docdbRS20060363A","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbWO2011014620A1","Patent",2011,"2011-01-01","ICT","Artificial intelligence and robotics"
"CORDIS-191928","CIP",2012,"2012-04-01","ICT","Advanced computing and Big Data"
"docdbRS20080259A","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbES2385571A1","Patent",2012,"2012-01-01","Process industries and materials","Advanced materials"
"CORDIS-199099","H2020",2015,"2015-05-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"docdbRS20090340A","Patent",2011,"2011-01-01","Heavy machinery","Food systems"
"docdbRS20070061A","Patent",2009,"2009-01-01","Food","Food systems"
"578912-CREA-1-2016-1-RS-CULT-LIT1","Creative Europe",2016,"2016-01-01","Better societies - governance, culture, education and the economy","Protection and Security"
"docdbBRPI0607528A2","Patent",2009,"2009-01-01","No domain","No intervention area"
"docdbCA2745909A1","Patent",2010,"2010-01-01","Heavy machinery","Energy supply"
"docdbRS20060661A","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20140638A1","Patent",2016,"2016-01-01","ICT","Advanced computing and Big Data"
"docdbRS20070106A","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-91009","FP7",2009,"2009-05-01","Energy","Artificial intelligence and robotics"
"docdbMEP24708A","Patent",2010,"2010-01-01","Electric and electronic technologies","Energy storage"
"docdbRS20060375A","Patent",2008,"2008-01-01","Energy","Energy supply"
"docdbRS20060347A","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbDE102009040219A1","Patent",2011,"2011-01-01","Process industries and materials","Low-carbon and clean industries"
"docdbDOP2010000060A","Patent",2010,"2010-01-01","Energy","Energy supply"
"CORDIS-111195","FP7",2013,"2013-11-01","ICT","Artificial intelligence and robotics"
"docdbRS20090037A","Patent",2011,"2011-01-01","Energy","Low-carbon and clean industries"
"CORDIS-86226","FP7",2008,"2008-01-01","Heavy machinery","Protection and Security"
"docdbRS20100450A2","Patent",2012,"2012-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20080091A","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20050166A","Patent",2007,"2007-01-01","Heavy machinery","Low-carbon and clean industries"
"EUREKA-Network_Projects-1983","Eureka",2010,"2010-01-01","ICT","Next generation internet"
"CORDIS-210247","H2020",2017,"2017-04-01","Heavy machinery","Social and economic transformations"
"docdbWO2014035271A2","Patent",2014,"2014-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20090127A","Patent",2010,"2010-01-01","Energy","Low-carbon and clean industries"
"docdbRS20120346A1","Patent",2013,"2013-01-01","Process industries and materials","Advanced materials"
"CORDIS-103941","FP7",2012,"2012-06-01","Better societies - governance, culture, education and the economy","Protection and Security"
"docdbWO2009120102A1","Patent",2009,"2009-01-01","Process industries and materials","Bio-based innovation systems"
"docdbRS20150595A1","Patent",2016,"2016-01-01","Heavy machinery","Advanced materials"
"docdbRS20070390A","Patent",2010,"2010-01-01","ICT","Low-carbon and clean industries"
"docdbWO2010019064A1","Patent",2010,"2010-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbWO2007131306A1","Patent",2007,"2007-01-01","Transport","Clean transport and mobility"
"CORDIS-194893","H2020",2015,"2015-05-01","Better societies - governance, culture, education and the economy","Protection and Security"
"CORDIS-206840","H2020",2016,"2016-05-01","Better societies - governance, culture, education and the economy","Next generation internet"
"docdbRS20090355A","Patent",2011,"2011-01-01","Electric and electronic technologies","Energy storage"
"EACEA-507355","Culture",2010,"2010-01-01","Better societies - governance, culture, education and the economy","Next generation internet"
"EACEA-536092","Culture",2013,"2013-01-01","Better societies - governance, culture, education and the economy","Cultural heritage"
"docdbRS20060306A","Patent",2009,"2009-01-01","Food","Advanced materials"
"docdbUS2014066179A1","Patent",2014,"2014-01-01","ICT","Advanced computing and Big Data"
"docdbRS20050792A","Patent",2007,"2007-01-01","Heavy machinery","Energy storage"
"docdbRS20060371A","Patent",2008,"2008-01-01","Process industries and materials","Advanced materials"
"docdbRS20070388A","Patent",2009,"2009-01-01","Process industries and materials","Advanced materials"
"docdbME02707B","Patent",2016,"2016-01-01","Better societies - governance, culture, education and the economy","Cultural heritage"
"docdbRS20080514A","Patent",2010,"2010-01-01","Heavy machinery","Energy supply"
"docdbWO2010019064A1","Patent",2010,"2010-01-01","Environmental sciences and industries","Low-carbon and clean industries"
"docdbRS20070189A","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20130003A1","Patent",2014,"2014-01-01","Energy","Low-carbon and clean industries"
"CORDIS-194045","H2020",2014,"2014-07-01","Better societies - governance, culture, education and the economy","Environmental and social health determinants"
"docdbRS20090181A","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-193380","H2020",2015,"2015-05-01","ICT","Next generation internet"
"docdbDE102014200728A1","Patent",2015,"2015-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20070135A","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20060303A","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS1239U","Patent",2012,"2012-01-01","Heavy machinery","Noncommunicable and rare diseases"
"docdbWO2009084972A1","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS937U","Patent",2008,"2008-01-01","Energy","Energy supply"
"docdbRS20080114A","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"EACEA-522678","Culture",2012,"2012-01-01","Better societies - governance, culture, education and the economy","Cultural heritage"
"docdbRS20070181A","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20070417A","Patent",2009,"2009-01-01","Health & wellbeing","Environmental and social health determinants"
"docdbRS20110282A1","Patent",2013,"2013-01-01","Health & wellbeing","Low-carbon and clean industries"
"559507-CREA-1-2015-1-HR-CULT-COOP1","Creative Europe",2015,"2015-01-01","Better societies - governance, culture, education and the economy","Cultural heritage"
"docdbRS874U","Patent",2007,"2007-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20100137A","Patent",2011,"2011-01-01","Energy","Energy supply"
"docdbRS20130082A1","Patent",2014,"2014-01-01","ICT","Artificial intelligence and robotics"
"docdbRS870U","Patent",2007,"2007-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20110289A2","Patent",2012,"2012-01-01","ICT","Low-carbon and clean industries"
"docdbGB2500888A","Patent",2013,"2013-01-01","Energy","Energy supply"
"CORDIS-210512","H2020",2017,"2017-06-01","ICT","Low-carbon and clean industries"
"docdbRS20050900A","Patent",2007,"2007-01-01","Process industries and materials","Advanced materials"
"docdbRS20160278A1","Patent",2016,"2016-01-01","Process industries and materials","Low-carbon and clean industries"
"docdbRS20110353A2","Patent",2012,"2012-01-01","ICT","Artificial intelligence and robotics"
"docdbRS20140451A1","Patent",2014,"2014-01-01","ICT","Advanced computing and Big Data"
"docdbRS1245U","Patent",2012,"2012-01-01","Health & wellbeing","Low-carbon and clean industries"
"CORDIS-198368","H2020",2015,"2015-11-01","ICT","Energy supply"
"docdbRS20060240A","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20060272A","Patent",2008,"2008-01-01","Energy","Low-carbon and clean industries"
"docdbSI23529A","Patent",2012,"2012-01-01","Transport","Clean transport and mobility"
"docdbDE102010017797A1","Patent",2012,"2012-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbMEP80208A","Patent",2010,"2010-01-01","Energy","Energy supply"
"docdbRS20060421A","Patent",2008,"2008-01-01","Energy","Low-carbon and clean industries"
"EACEA-513619","Culture",2011,"2011-01-01","Better societies - governance, culture, education and the economy","Protection and Security"
"EUREKA-Network_Projects-1440","Eureka",2008,"2008-01-01","ICT","Advanced computing and Big Data"
"CORDIS-210227","H2020",2017,"2017-09-01","Environmental sciences and industries","Artificial intelligence and robotics"
"docdbWO2013106210A1","Patent",2013,"2013-01-01","ICT","Advanced computing and Big Data"
"572558-CREA-1-2016-1-RS-MED-FESTIVALS","Creative Europe",2016,"2016-01-01","Process industries and materials","Advanced materials"
"docdbWO2009126055A2","Patent",2009,"2009-01-01","Heavy machinery","Energy supply"
"docdbRS20120409A1","Patent",2014,"2014-01-01","Process industries and materials","Advanced materials"
"docdbRS20080204A","Patent",2010,"2010-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbUS2012149657A1","Patent",2012,"2012-01-01","Health & wellbeing","Advanced materials"
"docdbWO2007085062A1","Patent",2007,"2007-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20100271A","Patent",2011,"2011-01-01","Heavy machinery","Noncommunicable and rare diseases"
"CORDIS-203269","H2020",2016,"2016-09-01","ICT","Social and economic transformations"
"docdbWO2010003196A1","Patent",2010,"2010-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-200534","H2020",2016,"2016-03-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"docdbRS905U","Patent",2008,"2008-01-01","No domain","No intervention area"
"docdbRS20130495A1","Patent",2015,"2015-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20100576A","Patent",2011,"2011-01-01","Heavy machinery","Advanced materials"
"docdbRS20060364A","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS1075U","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20090361A","Patent",2011,"2011-01-01","Food","Food systems"
"CORDIS-194062","H2020",2015,"2015-01-01","ICT","Social and economic transformations"
"CORDIS-110719","FP7",2013,"2013-12-01","ICT","Health care systems"
"docdbRS20150312A1","Patent",2016,"2016-01-01","ICT","Artificial intelligence and robotics"
"docdbRS20110076A1","Patent",2013,"2013-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbEP2955369A1","Patent",2015,"2015-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20100477A2","Patent",2012,"2012-01-01","Energy","Energy supply"
"docdbWO2009022930A1","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"EUREKA-Network_Projects-244","Eureka",2013,"2013-01-01","Energy","Energy systems and grids"
"docdbRS20130027A1","Patent",2014,"2014-01-01","ICT","Advanced computing and Big Data"
"CORDIS-101474","FP7",2011,"2011-12-01","Food","Social and economic transformations"
"docdbRS67804A","Patent",2007,"2007-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbDE112014005906T5","Patent",2016,"2016-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20120478A1","Patent",2014,"2014-01-01","ICT","Artificial intelligence and robotics"
"docdbRS20100174A","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-109893","FP7",2013,"2013-07-01","ICT","Next generation internet"
"docdbRS20100424A2","Patent",2012,"2012-01-01","Process industries and materials","Advanced materials"
"CORDIS-206250","H2020",2017,"2017-01-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"docdbRS1042U","Patent",2009,"2009-01-01","ICT","Next generation internet"
"docdbRS20050742A","Patent",2007,"2007-01-01","Food","Bio-based innovation systems"
"docdbWO2011128707A2","Patent",2011,"2011-01-01","Energy","Low-carbon and clean industries"
"docdbRU2525103C1","Patent",2014,"2014-01-01","Process industries and materials","Advanced materials"
"docdbRS20160193A2","Patent",2016,"2016-01-01","Process industries and materials","Advanced materials"
"docdbRS20120251A1","Patent",2013,"2013-01-01","Electric and electronic technologies","Energy storage"
"docdbRS20070412A","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20060094A","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-206268","H2020",2016,"2016-11-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"docdbRS20140399A1","Patent",2016,"2016-01-01","Energy","Low-carbon and clean industries"
"docdbRS20060148A","Patent",2007,"2007-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS1319U","Patent",2013,"2013-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbUS2012265621A1","Patent",2012,"2012-01-01","ICT","Next generation internet"
"CORDIS-96832","FP7",2010,"2010-11-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"docdbRS20100250A2","Patent",2012,"2012-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20120488A1","Patent",2014,"2014-01-01","Energy","Energy supply"
"docdbWO2016137349A2","Patent",2016,"2016-01-01","Heavy machinery","Advanced materials"
"CORDIS-191784","CIP",2011,"2011-12-01","ICT","Energy supply"
"CORDIS-206250","H2020",2017,"2017-01-01","Better societies - governance, culture, education and the economy","Advanced computing and Big Data"
"docdbRS1143U","Patent",2010,"2010-01-01","No domain","No intervention area"
"docdbRS20100147A","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"EUREKA-Network_Projects-1724","Eureka",2008,"2008-01-01","Food","Bio-based innovation systems"
"CORDIS-105213","FP7",2012,"2012-10-01","Process industries and materials","Advanced materials"
"docdbRS1101U","Patent",2009,"2009-01-01","Electric and electronic technologies","Energy storage"
"docdbRS20140383A1","Patent",2016,"2016-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS1335U","Patent",2013,"2013-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20080184A","Patent",2010,"2010-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbWO2012033422A1","Patent",2012,"2012-01-01","Food","Bio-based innovation systems"
"docdbRS20070063A","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbBRMU9102796U2","Patent",2013,"2013-01-01","No domain","No intervention area"
"docdbRS20050753A","Patent",2008,"2008-01-01","ICT","Low-carbon and clean industries"
"docdbRS1243U","Patent",2012,"2012-01-01","ICT","Advanced computing and Big Data"
"docdbRS20090261A","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-88416","FP7",2008,"2008-04-01","Food","Food systems"
"docdbRS20070319A","Patent",2009,"2009-01-01","Electric and electronic technologies","Energy supply"
"docdbRS20050141A","Patent",2007,"2007-01-01","Heavy machinery","Low-carbon and clean industries"
"EACEA-536169","Culture",2013,"2013-01-01","Better societies - governance, culture, education and the economy","Cultural heritage"
"docdbRS839U","Patent",2007,"2007-01-01","Health & wellbeing","Environmental and social health determinants"
"docdbRS20060609A","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS941U","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbUS2012143924A1","Patent",2012,"2012-01-01","ICT","Advanced computing and Big Data"
"docdbUS2008147682A1","Patent",2008,"2008-01-01","ICT","Artificial intelligence and robotics"
"docdbRS20100316A2","Patent",2012,"2012-01-01","Heavy machinery","Energy supply"
"docdbRS1264U","Patent",2012,"2012-01-01","Health & wellbeing","Environmental and social health determinants"
"docdbRS1104U","Patent",2009,"2009-01-01","No domain","No intervention area"
"docdbRS1324U","Patent",2013,"2013-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-194062","H2020",2015,"2015-01-01","ICT","Advanced computing and Big Data"
"docdbRS1376U","Patent",2014,"2014-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbEP2334409A1","Patent",2011,"2011-01-01","Food","Advanced materials"
"docdbRS20100569A","Patent",2011,"2011-01-01","Electric and electronic technologies","Advanced materials"
"docdbRS1002U","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbWO2009120101A1","Patent",2009,"2009-01-01","Health & wellbeing","Noncommunicable and rare diseases"
"CORDIS-93074","FP7",2010,"2010-01-01","ICT","Advanced computing and Big Data"
"561245-CREA-1-2015-1-MK-CULT-LIT1","Creative Europe",2015,"2015-01-01","Better societies - governance, culture, education and the economy","Cultural heritage"
"docdbRS20120536A1","Patent",2014,"2014-01-01","ICT","Artificial intelligence and robotics"
"EACEA-536575","Culture",2013,"2013-01-01","Better societies - governance, culture, education and the economy","Protection and Security"
"docdbRS830U","Patent",2007,"2007-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20110282A1","Patent",2013,"2013-01-01","Heavy machinery","Tools, technologies and digital solutions for health"
"docdbRS20060411A","Patent",2007,"2007-01-01","Electric and electronic technologies","Energy storage"
"docdbWO2012103599A1","Patent",2012,"2012-01-01","Energy","Low-carbon and clean industries"
"docdbRS20100395A2","Patent",2012,"2012-01-01","Process industries and materials","Advanced materials"
"docdbWO2011128708A2","Patent",2011,"2011-01-01","Heavy machinery","Energy supply"
"docdbRS20110026A2","Patent",2012,"2012-01-01","Heavy machinery","Energy storage"
"CORDIS-90619","FP7",2009,"2009-02-01","Better societies - governance, culture, education and the economy","Advanced computing and Big Data"
"docdbRS20070037A","Patent",2009,"2009-01-01","Process industries and materials","Advanced materials"
"docdbRS20070316A","Patent",2008,"2008-01-01","Better societies - governance, culture, education and the economy","Artificial intelligence and robotics"
"583658-CREA-1-2017-1-ES-CULT-COOP2","Creative Europe",2017,"2017-01-01","Better societies - governance, culture, education and the economy","Protection and Security"
"docdbRS1187U","Patent",2011,"2011-01-01","ICT","Artificial intelligence and robotics"
"docdbUS2012006700A1","Patent",2012,"2012-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20100483A2","Patent",2012,"2012-01-01","Food","Advanced materials"
"CORDIS-95208","FP7",2010,"2010-09-01","ICT","Social and economic transformations"
"docdbNO20100348A","Patent",2010,"2010-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-90619","FP7",2009,"2009-02-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"docdbEP2660220A1","Patent",2013,"2013-01-01","Process industries and materials","Advanced materials"
"CORDIS-94906","FP7",2010,"2010-05-28","Energy","Social and economic transformations"
"CORDIS-90176","FP7",2009,"2009-04-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"docdbRS970U","Patent",2008,"2008-01-01","Process industries and materials","Energy supply"
"docdbWO2014000061A1","Patent",2014,"2014-01-01","Energy","Energy supply"
"561174-CREA-1-2015-1-RS-CULT-LIT1","Creative Europe",2015,"2015-01-01","Better societies - governance, culture, education and the economy","Protection and Security"
"docdbRS20140064A1","Patent",2015,"2015-01-01","ICT","Artificial intelligence and robotics"
"docdbRS20090309A","Patent",2011,"2011-01-01","Energy","Energy supply"
"docdbRS20060414A","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20070269A","Patent",2009,"2009-01-01","Better societies - governance, culture, education and the economy","Noncommunicable and rare diseases"
"docdbEP2750567A1","Patent",2014,"2014-01-01","Food","Low-carbon and clean industries"
"CORDIS-88477","FP7",2008,"2008-10-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"docdbRS20060596A","Patent",2009,"2009-01-01","ICT","Advanced computing and Big Data"
"docdbRS20110346A","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20140598A1","Patent",2016,"2016-01-01","Energy","Energy supply"
"docdbRS20050275A","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20090100A","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20150212A1","Patent",2016,"2016-01-01","Health & wellbeing","Noncommunicable and rare diseases"
"docdbRS20060433A","Patent",2008,"2008-01-01","Process industries and materials","Advanced materials"
"docdbRS885U","Patent",2007,"2007-01-01","Process industries and materials","Advanced materials"
"docdbWO2009011606A1","Patent",2009,"2009-01-01","ICT","Artificial intelligence and robotics"
"docdbRS1011U","Patent",2008,"2008-01-01","Health & wellbeing","Health care systems"
"EACEA-148772","Culture",2009,"2009-01-01","Better societies - governance, culture, education and the economy","Cultural heritage"
"EACEA-522649","Culture",2012,"2012-01-01","Better societies - governance, culture, education and the economy","Cultural heritage"
"docdbRS20110029A2","Patent",2012,"2012-01-01","Food","Low-carbon and clean industries"
"docdbRS20120072A1","Patent",2012,"2012-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-208192","H2020",2017,"2017-03-01","Better societies - governance, culture, education and the economy","Next generation internet"
"docdbRS20090520A","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20090180A","Patent",2011,"2011-01-01","Heavy machinery","Advanced materials"
"CORDIS-86785","FP7",2008,"2008-03-01","Better societies - governance, culture, education and the economy","Energy supply"
"docdbRS1097U","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20060700A","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-94940","FP7",2010,"2010-07-01","ICT","Social and economic transformations"
"docdbRS20100051A","Patent",2011,"2011-01-01","Process industries and materials","Advanced materials"
"docdbWO2014082139A1","Patent",2014,"2014-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-207058","H2020",2017,"2017-01-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"572422-CREA-1-2016-1-MK-MED-FESTIVALS","Creative Europe",2016,"2016-01-01","Better societies - governance, culture, education and the economy","Protection and Security"
"docdbWO2013068088A1","Patent",2013,"2013-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20120399A1","Patent",2014,"2014-01-01","Process industries and materials","Food systems"
"docdbRS20160053A1","Patent",2016,"2016-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbWO2010019062A1","Patent",2010,"2010-01-01","Process industries and materials","Circular systems"
"CORDIS-110560","FP7",2013,"2013-11-01","Health & wellbeing","Environmental and social health determinants"
"CORDIS-88292","FP7",2008,"2008-08-01","Electric and electronic technologies","Advanced computing and Big Data"
"CORDIS-191912","CIP",2012,"2012-04-01","Better societies - governance, culture, education and the economy","Next generation internet"
"docdbME02710B","Patent",2016,"2016-01-01","Better societies - governance, culture, education and the economy","Cultural heritage"
"561244-CREA-1-2015-1-AL-CULT-LIT1","Creative Europe",2015,"2015-01-01","Better societies - governance, culture, education and the economy","Cultural heritage"
"docdbWO2012067531A1","Patent",2012,"2012-01-01","Heavy machinery","Energy supply"
"EACEA-522527","Culture",2012,"2012-01-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"docdbRS1034U","Patent",2009,"2009-01-01","Health & wellbeing","Energy storage"
"CORDIS-93344","FP7",2009,"2009-11-01","Better societies - governance, culture, education and the economy","Cultural heritage"
"docdbWO2008101304A1","Patent",2008,"2008-01-01","Transport","Clean transport and mobility"
"docdbHRP20060215A2","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-104530","FP7",2012,"2012-10-01","Food","Food systems"
"CORDIS-95903","FP7",2010,"2010-09-01","ICT","Next generation internet"
"CORDIS-105614","FP7",2012,"2012-10-01","Environmental sciences and industries","Social and economic transformations"
"docdbRS20050782A","Patent",2007,"2007-01-01","Environmental sciences and industries","Circular systems"
"docdbWO2008024158A1","Patent",2008,"2008-01-01","ICT","Energy supply"
"docdbRS20070503A","Patent",2009,"2009-01-01","Heavy machinery","Energy supply"
"docdbUS2015143511A1","Patent",2015,"2015-01-01","ICT","Artificial intelligence and robotics"
"docdbRS20120382A1","Patent",2014,"2014-01-01","Process industries and materials","Advanced materials"
"CORDIS-93921","FP7",2010,"2010-05-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"docdbRS20070505A","Patent",2010,"2010-01-01","ICT","Artificial intelligence and robotics"
"docdbRS20090464A","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20060632A","Patent",2008,"2008-01-01","Food","Low-carbon and clean industries"
"docdbRS20050754A","Patent",2007,"2007-01-01","Food","Food systems"
"docdbRS20050748A","Patent",2007,"2007-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20090394A","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"EACEA-507640","Culture",2010,"2010-01-01","Better societies - governance, culture, education and the economy","Protection and Security"
"docdbRS20060257A","Patent",2008,"2008-01-01","Environmental sciences and industries","Advanced materials"
"docdbRS1236U","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20120200A2","Patent",2012,"2012-01-01","Energy","Energy supply"
