"riactivityId","affiliationName","countryName","riactivityType"
"CORDIS-198274","INSTITUT ZA FIZIKU","Serbia","H2020"
"docdbRS20090308A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-102122","University of Pristina in Pristina","Kosovo","FP7"
"docdbRS20070227A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1374U","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2011289118A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060385A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-207463","UDRUZENJE ZA KULTURU I UMJETNOST CRVENA","Bosnia and Herzegovina","H2020"
"docdbWO2012065725A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070286A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-200015","INOSENS DOO NOVI SAD","Serbia","H2020"
"CORDIS-194838","BEOGRADSKI CENTAR ZA BEZBEDNOSNU POLITIKU UDRUZENJE","Serbia","H2020"
"CORDIS-110899","DRUSTVO ZA KONSALTING, RAZVOJ I IMPLEMENTACIJU INFORMACIONIH I KOMUNIKACIONIH TEHNOLOGIJA DUNAVNET DOO NOVI SAD","Serbia","FP7"
"docdbRS1366U","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2010054446A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"CORDIS-191787","CENTAR ZA SOCIJALNI RAD KRALJEVO-SOCIAL WORK CENTRE IN KRALJEVO CSRKV","Serbia","CIP"
"docdbRS20100044A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20150266A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-89663","INSTITUT ZA FIZIKU","Serbia","FP7"
"docdbRS20060305A","Individual applicant (Serbia)","Serbia","Patent"
"docdbHRP20070214A2","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbRS20110498A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1136U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070225A","Individual applicant (Serbia)","Serbia","Patent"
"EACEA-513493","Museum von Bitola","Macedonia","Culture"
"docdbRS20090557A","University of Novi Sad","Serbia","Patent"
"docdbRS20080372A","Individual applicant (Serbia)","Serbia","Patent"
"docdbEP2443638A1","Minel - Vision Co.","Serbia","Patent"
"CORDIS-199902","ISTRAZIVACKO-RAZVOJNI INSTITUT RT-RK DOO ZA SISTEME ZASNOVANE NA RACUNARIMA NOVI SAD","Serbia","H2020"
"docdbRS1353U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1026U","PRONA METALI DOO ","Serbia","Patent"
"docdbRS20070334A","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2011029805A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1126U","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2016196961A1","UNIV NAT TAIWAN","Serbia","Patent"
"docdbWO2009034402A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-207690","BIOSENSE INSTITUTE - RESEARCH AND DEVELOPMENT INSTITUTE FOR INFORMATION TECHNOLOGIES IN BIOSYSTEMS","Serbia","H2020"
"docdbRS20070243A","A D BIO EKOLOA KI CENTAR ","Serbia","Patent"
"docdbRS20070107A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050324A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-104636","J.U. PRIRODNJACKI MUZEJ CRNE GORE PODGORICA","Montenegro","FP7"
"CORDIS-108910","TIDEA DOO BANJA LUKA","Bosnia and Herzegovina","FP7"
"docdbRS1342U","OPTOMETRIJA D O O ","Serbia","Patent"
"docdbRS54714B1","AL PACK D O O ","Serbia","Patent"
"CORDIS-200562","BIOSENSE INSTITUTE - RESEARCH AND DEVELOPMENT INSTITUTE FOR INFORMATION TECHNOLOGIES IN BIOSYSTEMS","Serbia","H2020"
"docdbUS2008105561A1","Individual applicant (Macedonia, FYR of)","Macedonia","Patent"
"docdbRS20060583A","PLASMATEC D O O ","Serbia","Patent"
"docdbRS20110585A1","Individual applicant (Serbia)","Serbia","Patent"
"EUREKA-Network_Projects-1988","University of Novi Sad","Serbia","Eureka"
"CORDIS-86227","Ministry of Economic Development","Albania","FP7"
"docdbRS20050968A","Individual applicant (Serbia)","Serbia","Patent"
"docdbCA2853332A1","CAPITOL W B C D O O ","Serbia","Patent"
"docdbRS20050612A","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2012143924A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1346U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-193290","University of Belgrade","Serbia","H2020"
"CORDIS-86747","University of Niš","Serbia","FP7"
"docdbUS2015035254A1","Individual applicant (Albania)","Albania","Patent"
"CORDIS-206194","FONDACIJA VIZLORE LABS","Serbia","H2020"
"CORDIS-103991","INSTITUT ZA BIOLOSKA ISTRAZIVANJA","Serbia","FP7"
"EUREKA-Network_Projects-2583","University of Belgrade","Serbia","Eureka"
"docdbUS2016093029A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1476U1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-207198","University of Belgrade","Serbia","H2020"
"docdbRS1246U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-90646","MINISTARSTVO PROSVJETE I NAUKE","Montenegro","FP7"
"EUREKA-Network_Projects-1994","KLIMA d.o.o., smederevo","Serbia","Eureka"
"docdbRS1014U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080355A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-196809","Institute of Hydro-biology- Ohrid","Macedonia","H2020"
"docdbRS20100198A","CENTAR ZA UNAPRE & DSTROK ENJE & ZCARON IVOTNIH AKTIVNOSTI ","Serbia","Patent"
"docdbRS20100572A","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2014127133A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20150201A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-111401","VISOKA SKOLA ZA NOVINARSTVO I ZA ODNOSI SO JAVNOSTA PRIVATNA USTANOVA","Macedonia","FP7"
"CORDIS-88610","INSTITUT ZA OPSTESTVENI I HUMANISTICKI ISTRAZUVANJA EVRO-BALKAN SKOPJE","Macedonia","FP7"
"docdbRS20080297A","KOMPANIJA PRVA ISKRA NAMENSKA PROIZV A D BARIC ","Serbia","Patent"
"docdbRS1401U1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070210A","BALLISTIC PROTECTIVE SYSTEMS D O O ","Serbia","Patent"
"552777-CREA-1-2014-1-MK-CULT-LIT1","DRUSTVO ZA IZDAVANJE, PROMET I USLUGI GOTEN GRUP DOOEL SKOPJE","Macedonia","Creative Europe"
"CORDIS-200282","University of Belgrade","Serbia","H2020"
"docdbRS20050823A","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2016346191A1","Individual applicant (Macedonia, FYR of)","Macedonia","Patent"
"docdbWO2013038343A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-93399","University of Belgrade","Serbia","FP7"
"docdbRS885U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1000U","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2016162053A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060475A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20130157A2","University of Belgrade","Serbia","Patent"
"CORDIS-89487","Independent University Banja Luka","Bosnia and Herzegovina","FP7"
"CORDIS-200216","University of Belgrade","Serbia","H2020"
"docdbRS1397U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070433A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080090A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS836U","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2008078172A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1152U","Individual applicant (Serbia)","Serbia","Patent"
"docdbPT1435999E","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbRS96004A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20140340A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070058A","Individual applicant (Serbia)","Serbia","Patent"
"EUREKA-Network_Projects-1988","Nordnet D.O.O.","Serbia","Eureka"
"docdbRS20050531A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100299A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050451A","Individual applicant (Serbia)","Serbia","Patent"
"docdbEP2489326A2","BONECARE BIOMECHANICS D O O ","Bosnia and Herzegovina","Patent"
"docdbWO2008098316A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbRS20060700A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-90506","Ss. Cyril and Methodius University of Skopje","Macedonia","FP7"
"CORDIS-205400","POSLOVNI I PRAVNI FAKULTET","Serbia","H2020"
"docdbRS20050453A","Individual applicant (Serbia)","Serbia","Patent"
"docdbAT536250T","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbRS20070146A","Individual applicant (Serbia)","Serbia","Patent"
"581370-CREA-1-2016-1-MK-MED-VOD","COMPANY FOR MOVIE PRODUCTION AND DISTRIBUTION CUTAWAY DOOEL IMPORT-EXPORT SKOPJE","Macedonia","Creative Europe"
"docdbRS20070352A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1297U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060476A","TEHNICKA SKOLA ZA MASINSTVO I SAOBRA ","Serbia","Patent"
"docdbRS924U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1412U1","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2013187789A1","Vlatacom Institut DOO Beograd","Serbia","Patent"
"docdbWO2016074778A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1150U","Individual applicant (Serbia)","Serbia","Patent"
"docdbEP2207667A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"EACEA-513688","UDRUŽENJE GRAĐANA BUM (BALKAN URBAN MOVEMENT)","Serbia","Culture"
"docdbRS20090181A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20130068A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-89939","Ss. Cyril and Methodius University of Skopje","Macedonia","FP7"
"CORDIS-200534","MINISTARSTVO PROSVETE, NAUKE I TEHNOLOSKOG RAZVOJA","Serbia","H2020"
"docdbRS1229U","Individual applicant (Serbia)","Serbia","Patent"
"docdbDE102010024896A1","Individual applicant (Serbia)","Serbia","Patent"
"552290-CREA-1-2014-1-BE-CULT-COOP2","STATION SERVICE FOR CONTEMPORARY DANCE","Serbia","Creative Europe"
"docdbRS20050219A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-111483","Ss. Cyril and Methodius University of Skopje","Macedonia","FP7"
"CORDIS-199390","UNIVEREXPORT EXPORT-IMPORT DOO NOVISAD","Serbia","H2020"
"docdbWO2015065217A1","National Bank of Serbia","Serbia","Patent"
"CORDIS-89489","BEOGRADSKA OTVORENA SKOLA","Serbia","FP7"
"docdbMEP4209A","Individual applicant (Montenegro)","Montenegro","Patent"
"559695-CREA-1-2015-1-RS-CULT-COOP1","CENTAR ZA PROMOCIJU NAUKE","Serbia","Creative Europe"
"docdbRS1420U1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060240A","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2015126337A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1116U","Individual applicant (Serbia)","Serbia","Patent"
"EACEA-536581","INBOX CULTURAL  ASSOCIATION","Serbia","Culture"
"docdbRS20100177A","Institute for Medicinal Plant Research 'Dr Josif Pančić'","Serbia","Patent"
"docdbWO2013064708A1","Individual applicant (Albania)","Albania","Patent"
"docdbRS965U","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2008051102A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-100889","BITGEAR WIRELESS DESIGN SERVICES DOO","Serbia","FP7"
"docdbWO2009115824A1","Individual applicant (Macedonia, FYR of)","Macedonia","Patent"
"docdbRS20050475A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1405U1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050908A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090259A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060555A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-89939","Polytechnic University of Tirana","Albania","FP7"
"docdbRS20070035A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS877U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-194361","TELECOMMUNICATION AND COMPUTER NETWORKING TNC SHPK","Albania","H2020"
"docdbRS20050593A","Individual applicant (Serbia)","Serbia","Patent"
"578715-CREA-1-2016-1-MK-CULT-LIT1","DRUSTVO ZA IZDAVANJE, PROMET I USLUGI GOTEN GRUP DOOEL SKOPJE","Macedonia","Creative Europe"
"CORDIS-101402","ISTRAZIVACKO-RAZVOJNI INSTITUT LOLADOO BEOGRAD","Serbia","FP7"
"docdbUS2012125157A1","Individual applicant (Macedonia, FYR of)","Macedonia","Patent"
"docdbRS20070191A","Individual applicant (Serbia)","Serbia","Patent"
"docdbKR20140104947A","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbWO2010027290A1","Minel - Vision Co.","Serbia","Patent"
"CORDIS-97148","University of Sarajevo","Bosnia and Herzegovina","FP7"
"CORDIS-90018","NACIONALNA AGENCIJA ZA EVROPSKI OBRAZOVNI PROGRAMI I MOBILNOST","Macedonia","FP7"
"docdbRS20060598A","Individual applicant (Serbia)","Serbia","Patent"
"552689-CREA-1-2014-1-MK-CULT-LIT2","ILI-ILI NENAD I IGOR DOO SKOPJE","Macedonia","Creative Europe"
"docdbRS20080379A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090479A","AGROTEKA SZGR ","Serbia","Patent"
"docdbRS20140196A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1341U","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2011280707A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090493A","BLAGOJEVICA D O O ","Serbia","Patent"
"CORDIS-102710","University of Kragujevac","Serbia","FP7"
"CORDIS-196277","MYSKIN DOO BEOGRAD (STARI GRAD)","Serbia","H2020"
"CORDIS-109928","Vlatacom Institut DOO Beograd","Serbia","FP7"
"docdbRS109304A","Individual applicant (Serbia)","Serbia","Patent"
"583762-CREA-1-2017-1-HR-CULT-COOP1","KOSZTOLANYI DEZSO SZINHAZ","Serbia","Creative Europe"
"EUREKA-Network_Projects-2586","Weber Serbia","Serbia","Eureka"
"docdbWO2014005610A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-204776","BIOSENSE INSTITUTE - RESEARCH AND DEVELOPMENT INSTITUTE FOR INFORMATION TECHNOLOGIES IN BIOSYSTEMS","Serbia","H2020"
"docdbRS1209U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050057A","Individual applicant (Serbia)","Serbia","Patent"
"EACEA-148972","ASOCIJACIJA ZA MLADINSKA KULTURNA SORABOTKA","Macedonia","Culture"
"EACEA-522527","East West Centar Sarajevo","Bosnia and Herzegovina","Culture"
"docdbRS20090416A","Military Technical Institute (VTI) Belgrade","Serbia","Patent"
"docdbRS1451U1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050194A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1442U1","Individual applicant (Serbia)","Serbia","Patent"
"561268-CREA-1-2015-1-MK-CULT-LIT1","PUBLISHING COMPANY PABLISHER DOOEL SKOPJE","Macedonia","Creative Europe"
"docdbRS20060447A","Individual applicant (Serbia)","Serbia","Patent"
"EUREKA-Network_Projects-2128","Institute for forage crops, Ltd  (IKBKS)","Serbia","Eureka"
"CORDIS-94575","University of Sarajevo","Bosnia and Herzegovina","FP7"
"docdbEP2334409A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090560A","UDRU & ZCARON ENJE TIM EKSPERATA ZASTAVE KRAGUJEVAC ","Serbia","Patent"
"docdbRS1033U","Individual applicant (Serbia)","Serbia","Patent"
"EACEA-536495","ApsArt Centre for Theatre Research","Serbia","Culture"
"docdbRS20060422A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-110705","AKCIONARSKO DRUSTVO MLEKARA SUBOTICA","Serbia","FP7"
"docdbEP2890296A1","DIASENS D O O ","Serbia","Patent"
"docdbRS20050349A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060679A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1362U","OMEGA ELECTRO COMMERCE D O O ","Serbia","Patent"
"docdbRS20080377A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2009011606A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-100482","University of Belgrade","Serbia","FP7"
"docdbRS20120434A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1122U","AMSS CENTAR ZA MOTORNA VOZILA D O O ","Serbia","Patent"
"CORDIS-194456","CITY OF SKOPJE","Macedonia","H2020"
"docdbWO2014165945A2","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"EUREKA-Network_Projects-931","University of Novi Sad","Serbia","Eureka"
"CORDIS-93812","Ss. Cyril and Methodius University of Skopje","Macedonia","FP7"
"CORDIS-100821","University of Belgrade","Serbia","FP7"
"docdbRS20070357A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2010105313A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbRS93704A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20150311A1","BEDEM-PREVOZ DOO ","Serbia","Patent"
"CORDIS-87596","ENDEMIT EKOLOSHKO DRUSHTVO","Serbia","FP7"
"EUREKA-Network_Projects-1715","Nordnet D.O.O.","Serbia","Eureka"
"docdbWO2016122339A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbMX2013010633A","Individual applicant (Serbia)","Serbia","Patent"
"EUREKA-Network_Projects-2492","University of Belgrade","Serbia","Eureka"
"docdbRS1264U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20130278A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS857U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090298A","Individual applicant (Serbia)","Serbia","Patent"
"EUREKA-Network_Projects-2144","PRO TENT DOO OBRENOVAC ","Serbia","Eureka"
"docdbRS20060378A","Individual applicant (Serbia)","Serbia","Patent"
"EUREKA-Network_Projects-2488","MTK Metal-Komerc d.o.o.","Serbia","Eureka"
"docdbRS1151U","Individual applicant (Serbia)","Serbia","Patent"
"584127-CREA-1-2017-1-RS-MED-FESTIVALS","MEGUNARODNI FESTIVAL DOKUMENTARNOG FILMA BELDOCS","Serbia","Creative Europe"
"docdbRS20080143A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2013110289A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060407A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-86745","Ss. Cyril and Methodius University of Skopje","Macedonia","FP7"
"docdbRS20070339A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1147U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1141U","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2008075928A1","Individual applicant (Macedonia, FYR of)","Macedonia","Patent"
"docdbDE202012011807U1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050707A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080194A","Individual applicant (Serbia)","Serbia","Patent"
"EUREKA-Network_Projects-1994","University of Belgrade","Serbia","Eureka"
"docdbRS20090129A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2013110290A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1438U1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-104417","Mihajlo Pupin Institute (U Belgrade)","Serbia","FP7"
"docdbRS1091U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070231A","COMM PLUS DOO ","Serbia","Patent"
"docdbRS20060561A","HEMOVET D O O ","Serbia","Patent"
"docdbRS1352U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080498A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-99874","INSTITUT ZA FIZIKU","Serbia","FP7"
"docdbRS892U","ENVIROTECH D O O ","Serbia","Patent"
"docdbUS2009025176A1","GBD CORP ","Bosnia and Herzegovina","Patent"
"docdbWO2008052227A1","Individual applicant (Serbia)","Serbia","Patent"
