"riactivityId","affiliationName","countryName","riactivityType"
"docdbRS20150048A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090120A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2010090543A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050055A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20130106A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20110012A2","University of Belgrade","Serbia","Patent"
"docdbWO2011004210A2","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbRS1133U","Individual applicant (Serbia)","Serbia","Patent"
"EACEA-513640","Association for development of art and cultural cooperation AR","Macedonia","Culture"
"docdbRS20060459A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20150271A1","PRIVREDNO DRUSTVO ZA PRUZANJE USLUGA IZ OBLASTI AUTOMATIKE I PROGRAMIRANJA SYNCHROTEK D ","Serbia","Patent"
"CORDIS-193229","CPNU -  CENTAR ZA PROMOCIJU NAUKE IUMETNOSTI DRUSTVO SA OGRANICENOM ODGOVORNOSCU BEOGRAD","Serbia","H2020"
"docdbRS1029U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-95195","JAVNA USTANOVA UNIVERZITET CRNE GORE PODGORICA","Montenegro","FP7"
"docdbRS20100207A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2014056049A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbRS20100224A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20140229A1","RT-RK Computer Based Systems LLC","Serbia","Patent"
"CORDIS-105604","ISTRAZIVACKO-RAZVOJNI INSTITUT RT-RK DOO ZA SISTEME ZASNOVANE NA RACUNARIMA NOVI SAD","Serbia","FP7"
"docdbWO2011162630A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbGB2524226A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1071U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100450A2","Individual applicant (Serbia)","Serbia","Patent"
"EUREKA-Network_Projects-2122","ELING A.D.","Serbia","Eureka"
"docdbRS20070377A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-95208","Ss. Cyril and Methodius University of Skopje","Macedonia","FP7"
"CORDIS-205212","INOVACIONI CENTAR MASINSKOG FAKULTETA DOO","Serbia","H2020"
"CORDIS-99690","University of Sarajevo","Bosnia and Herzegovina","FP7"
"docdbRS20130173A1","PROMUSCULUS D O O ","Serbia","Patent"
"docdbRS20080221A","Individual applicant (Serbia)","Serbia","Patent"
"EUREKA-Network_Projects-2265","Innovation Center for Faculty of Mechanical Engineering in Belgrade","Serbia","Eureka"
"docdbRS20080620A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-200840","University of Belgrade","Serbia","H2020"
"docdbRS20050518A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-199271","FACULTY OF CIVIL ENGINEERING","Serbia","H2020"
"docdbRS20110070A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-199885","REPUBLICKI HIDROMETEOROLOSKI ZAVODSRBIJE","Serbia","H2020"
"CORDIS-202698","MINISTARSTVO UNUTRASNJIH POSLOVA REPUBLIKE SRBIJE","Serbia","H2020"
"CORDIS-211080","INOSENS DOO NOVI SAD","Serbia","H2020"
"CORDIS-191919","University of Belgrade","Serbia","CIP"
"572422-CREA-1-2016-1-MK-MED-FESTIVALS","MACEDONIAN FILM PROFESSIONALS ASSOCIATION SKOPJE","Macedonia","Creative Europe"
"docdbRS20100477A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1333U","KNOTT AUTOFLEX YUG D O O ","Serbia","Patent"
"docdbWO2013049898A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"CORDIS-196707","CITY OF SKOPJE","Macedonia","H2020"
"docdbRS20050580A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20120200A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070063A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-96253","Europrojekt Centar","Bosnia and Herzegovina","FP7"
"docdbRS20090110A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-97207","University of Sarajevo","Bosnia and Herzegovina","FP7"
"EUREKA-Network_Projects-1813","University of Belgrade","Serbia","Eureka"
"docdbRS1213U","BELIT D O O ","Serbia","Patent"
"docdbRS894U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS116104A","Hemofarm Group","Serbia","Patent"
"docdbRS20100426A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20150108A1","HOLDING KORPORACIJA KRUSIK A D ","Serbia","Patent"
"docdbRS20060374A","Individual applicant (Montenegro)","Montenegro","Patent"
"CORDIS-102453","University of Novi Sad","Serbia","FP7"
"docdbRS20060142A","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbRS20070060A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100479A2","S E TRADE D O O ","Serbia","Patent"
"docdbRS20140049A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS831U","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2009123489A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20150841A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-99971","St. Clement of Ohrid University of Bitola","Macedonia","FP7"
"docdbWO2012065234A2","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"CORDIS-207214","ZYRA PER SHENDET MENDOR","Kosovo","H2020"
"CORDIS-87580","University of Belgrade","Serbia","FP7"
"CORDIS-106766","Mihajlo Pupin Institute (U Belgrade)","Serbia","FP7"
"docdbRS20150128A1","University of Novi Sad","Serbia","Patent"
"docdbRS20100102A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080264A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-211949","STATE OWNED JOINT STOCK COMPANY FOR PRODUCTION OF ELECTRICITY POWER PLANTS OF MACEDONIA SKOPJE","Macedonia","H2020"
"docdbRS20130480A1","MORENA INZENJERING ","Serbia","Patent"
"docdbRS1224U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050356A","SR FLEXOPRINT M D ","Serbia","Patent"
"docdbUS2010290528A1","Individual applicant (Serbia)","Serbia","Patent"
"EUREKA-Network_Projects-2462","University of Novi Sad","Serbia","Eureka"
"docdbRS20130226A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2014145044A1","Individual applicant (Macedonia, FYR of)","Macedonia","Patent"
"docdbRS20080148A","Individual applicant (Serbia)","Serbia","Patent"
"docdbES2561412T3","Individual applicant (Montenegro)","Montenegro","Patent"
"docdbRS20060091A","Individual applicant (Serbia)","Serbia","Patent"
"docdbEP2663814A2","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-85359","Ss. Cyril and Methodius University of Skopje","Macedonia","FP7"
"docdbUS2012238468A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2008097922A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2012128361A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2015194984A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20120321A1","KORALI D O O ","Serbia","Patent"
"docdbWO2008144851A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"CORDIS-87806","UNIVERSITET SV KIRIL I METODII VO SKOPJE VETERINAREN FAKULTET","Macedonia","FP7"
"docdbRS20130341A1","RT-RK Computer Based Systems LLC","Serbia","Patent"
"docdbRS20090328A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080515A","Individual applicant (Serbia)","Serbia","Patent"
"EACEA-507677","SviName: Attila  Meszaros","Serbia","Culture"
"552322-CREA-1-2014-1-FR-CULT-COOP2","ASSOCIATION DESIGN WEEK","Serbia","Creative Europe"
"CORDIS-98286","INSTITUT ZA FIZIKU","Serbia","FP7"
"docdbUS2011222771A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-191821","TEHNOLOSKO PARTNERSTVO DOO BEOGRAD(STARI GRAD)","Serbia","CIP"
"docdbRS1470U1","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2014190624A1","Individual applicant (Macedonia, FYR of)","Macedonia","Patent"
"CORDIS-95933","ERICSSON D.O.O FOR TELECOMMUNICATIONS","Serbia","FP7"
"docdbRS20100410A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080594A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1248U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090547A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20110251A2","RT-RK Computer Based Systems LLC","Serbia","Patent"
"EACEA-522376","POZORIŠTE LUTAKA MOSTAR","Bosnia and Herzegovina","Culture"
"docdbWO2007071316A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100428A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20130465A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-96832","FACULTY OF ECOLOGY AND ENVIRONMENTAL SCIENCES","Serbia","FP7"
"docdbWO2013001029A1","CBMB D O O ","Serbia","Patent"
"docdbRS20050172A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090021A","CCARON UGURA PRINT D O O ","Serbia","Patent"
"docdbRS1194U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060563A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2016182468A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20150187A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-200185","BIOSENSE INSTITUTE - RESEARCH AND DEVELOPMENT INSTITUTE FOR INFORMATION TECHNOLOGIES IN BIOSYSTEMS","Serbia","H2020"
"docdbRS20100182A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050268A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS981U","SZTR CULUM MOMCILO ","Serbia","Patent"
"docdbUS2012006700A1","Individual applicant (Albania)","Albania","Patent"
"docdbRS1473U1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS964U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100257A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2013269247A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-200158","BALKAN DEVELOPMENT SOLUTIONS LTD SKOPJE","Macedonia","H2020"
"docdbRS20140347A1","DRUSTVO SA OGRANICENOM ODGOVORNOSCU WP DISTRIB ","Serbia","Patent"
"docdbUS2013163708A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1164U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20130438A1","GATEBIZZCOMM DOO ","Serbia","Patent"
"CORDIS-95208","Polytechnic University of Tirana","Albania","FP7"
"CORDIS-93074","Joint Stock Telecommunications Company Telekom Srbija a.d.","Serbia","FP7"
"docdbRS20150279A1","RT-RK Computer Based Systems LLC","Serbia","Patent"
"docdbHRP20100415T1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1468U1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS897U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-95179","La Citadelle Inzenjering","Serbia","FP7"
"docdbWO2015196261A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbRS20050682A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-88885","Institute for Chemistry, Technology and Metallurgy (U Belgrade)","Serbia","FP7"
"EUREKA-Network_Projects-2024","University of Belgrade","Serbia","Eureka"
"docdbUS2012070963A1","Individual applicant (Albania)","Albania","Patent"
"EACEA-536585","Walking theory","Serbia","Culture"
"docdbRS20060231A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080083A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20140263A1","Institute for Medicinal Plant Research 'Dr Josif Pančić'","Serbia","Patent"
"CORDIS-205952","University of Niš","Serbia","H2020"
"572514-CREA-1-2016-1-BA-MED-FESTIVALS","OBALA ART CENTAR SARAJEVO UG","Bosnia and Herzegovina","Creative Europe"
"docdbRS20070090A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1261U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20120124A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2016283695A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2009123490A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20140082A1","Individual applicant (Serbia)","Serbia","Patent"
"EACEA-522593","PEN centar Bosne i Hercegovine","Bosnia and Herzegovina","Culture"
"docdbRS20120536A1","RT-RK Computer Based Systems LLC","Serbia","Patent"
"docdbRS1433U1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070242A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20110540A1","Vlatacom Institut DOO Beograd","Serbia","Patent"
"docdbRS20120285A1","RT-RK Computer Based Systems LLC","Serbia","Patent"
"docdbRS20150017A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100500A","Individual applicant (Macedonia, FYR of)","Macedonia","Patent"
"docdbRS1329U","ELEKTROTEHNICKI INST DEC D O O ","Serbia","Patent"
"docdbWO2016137349A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2008111866A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100418A2","RT-RK Computer Based Systems LLC","Serbia","Patent"
"docdbRS20060367A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080414A","D O VULKAN GUMEL BELT ","Serbia","Patent"
"docdbRS20100372A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100195A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100542A","SV LINE D O O ","Serbia","Patent"
"EACEA-522465","Muzej Vojvodine","Serbia","Culture"
"docdbUS2014002341A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-86416","Hydrometeorological Service of Republic of Srpska","Bosnia and Herzegovina","FP7"
"docdbRS20100058A","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2010307485A1","COMERCIALIZADOR DE PRODUCTOS BASICOS DE MEXICO, S.A. DE C.V","Montenegro","Patent"
"docdbRS20070402A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070438A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1288U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100070A","MEDELA A D ","Serbia","Patent"
"docdbRS20080378A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080466A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2015028846A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-208229","ECONOMIC CHAMBER OF MACEDONIA","Macedonia","H2020"
"EUREKA-Network_Projects-1715","University of Novi Sad","Serbia","Eureka"
"docdbKR20080091226A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100279A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070502A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-92316","Faculty of Special Education and Rehabilitation","Serbia","FP7"
"docdbEP2005989A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20120069A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2013110285A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050072A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2012082191A1","PRAD RES & DEV LTD ","Bosnia and Herzegovina","Patent"
"583894-CREA-1-2017-1-IT-CULT-COOP1","JAVNA USTANOVA BIBLIOTEKA SARAJEVA","Bosnia and Herzegovina","Creative Europe"
"docdbRS20060530A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080162A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050605A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1177U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20120052A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2009014465A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1185U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080463A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-193227","Udruzenje naucnih komunikatora","Serbia","H2020"
"docdbRS20140617A1","Institute for Multidisciplinary Research (U Belgrade)","Serbia","Patent"
"docdbRS20100526A","SV LINE D O O ","Serbia","Patent"
"docdbRS20120409A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20150016A1","RT-RK Computer Based Systems LLC","Serbia","Patent"
"docdbUS2014190624A1","TEKON D O O ","Macedonia","Patent"
"docdbGB2461435A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070388A","Boris Kidric Institute for Nuclear Sciences","Serbia","Patent"
"CORDIS-94940","DRUSTVO ZA INFORMACIONE SISTEME I RACUNARSKE MREZE INFORMACIONO DRUSTVO SRBIJE UDRUZENJE","Serbia","FP7"
"docdbWO2009091273A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbSI23126A","KLIK MEE D O O ","Serbia","Patent"
"CORDIS-87660","TEHNOLOSKI FAKULTET NOVI SAD","Serbia","FP7"
"docdbRS1406U1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-86416","University of Niš","Serbia","FP7"
"docdbRS20080314A","Individual applicant (Serbia)","Serbia","Patent"
"561292-CREA-1-2015-1-RS-CULT-LIT1","PREDUZECE ZA IZDAVACKU I GRAFICKU DELATNOST HELIKS DOO","Serbia","Creative Europe"
"docdbRS20050836A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS97804A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1006U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-100105","MINISTARSTVO NAUKE","Montenegro","FP7"
"docdbRS20140113A1","RT-RK Computer Based Systems LLC","Serbia","Patent"
"docdbRS20140495A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070385A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2012034024A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"CORDIS-199895","MINING AND METALLURGY INSTITUTE BOR LTD","Serbia","H2020"
"docdbRS20110247A","NBS ZD ZA IZRADU NOV & CCARON ANICA I KOVANOG NOVCA TOP & CCARON IDER ","Serbia","Patent"
"docdbEP2941907A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbEP2890236A2","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-90176","Macedonian Academy for Sciences and Arts","Macedonia","FP7"
"docdbRS20120134A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060570A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-212418","CITY OF SKOPJE","Macedonia","H2020"
"CORDIS-193289","Centre for Regional Policy Research and Cooperation Studiorum","Macedonia","H2020"
"docdbRS20080347A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080051A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1239U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS912U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-100727","REPUBLICKI HIDROMETEOROLOSKI ZAVODSRBIJE","Serbia","FP7"
"docdbRS20070348A","Individual applicant (Serbia)","Serbia","Patent"
"docdbDE102013000271A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080168A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070258A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20130396A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-203384","PREDUZECE ZA PROIZVODNJU PROMET I USLUGE VINARIJA ALEKSANDROVIC DOO, VINCA","Serbia","H2020"
"docdbRS20060204A","Individual applicant (Serbia)","Serbia","Patent"
"docdbDE102009040219A1","Individual applicant (Albania)","Albania","Patent"
"docdbRS20070031A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-194608","STALNA KONFERENCIJA GRADOVA I OPSTINA","Serbia","H2020"
"docdbRS20060336A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20130019A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080356A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-86738","Ss. Cyril and Methodius University of Skopje","Macedonia","FP7"
"docdbRS1368U","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2010053393A1","Individual applicant (Serbia)","Serbia","Patent"
"552803-CREA-1-2014-1-AL-CULT-LIT1","FONDACIONI INSTITUTI I KOMUNIKIMITDHE DIALOGUT","Albania","Creative Europe"
"docdbUS2013191366A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-104989","BITGEAR WIRELESS DESIGN SERVICES DOO","Serbia","FP7"
"docdbWO2012139576A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1308U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1344U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070138A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-95402","CIM GRUPA DOO","Serbia","FP7"
"docdbRS20120386A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090144A","Individual applicant (Serbia)","Serbia","Patent"
"docdbDE202010015433U1","Individual applicant (Serbia)","Serbia","Patent"
"docdbHRP20160175A2","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"CORDIS-205212","DEVELOPMENT AGENCY OF SERBIA","Serbia","H2020"
"docdbRS1367U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-96779","Institute of Public Health Prishtina","Albania","FP7"
"CORDIS-87931","MINISTARSTVO PROSVETE, NAUKE I TEHNOLOSKOG RAZVOJA","Serbia","FP7"
"docdbRS20070470A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100203A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2012019250A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbRS1255U","Individual applicant (Serbia)","Serbia","Patent"
"docdbSG187553A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100282A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090351A","Individual applicant (Serbia)","Serbia","Patent"
"552343-CREA-1-2014-1-MK-CULT-COOP1","ZDRUZENIE ZA KULTUREN I EKOMSKI RAZVOJ I POVRZUVANJE JAVNA SOBA SKOPJE","Macedonia","Creative Europe"
"CORDIS-191919","BEOGRADSKE ELEKTRANE","Serbia","CIP"
"CORDIS-106341","INSTITUT ZA FIZIKU","Serbia","FP7"
"docdbRS20090072A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1143U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20130461A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-197358","BIOGRANUM DOO ZA ISTRAZIVANJE RAZVOJ USLUGE I KONSALTING U AGRIO BIOGEHNOLOGIJI NOVI SAD","Serbia","H2020"
"CORDIS-193227","University of Novi Sad","Serbia","H2020"
"CORDIS-94290","Ss. Cyril and Methodius University of Skopje","Macedonia","FP7"
"docdbRS20140105A1","RT-RK Computer Based Systems LLC","Serbia","Patent"
"EUREKA-Network_Projects-2402","University of Donja Gorica","Montenegro","Eureka"
"EACEA-536358","Jugokoncert, Ustanova za muzicko-scensku delatnost","Serbia","Culture"
"docdbRS23504A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS848U","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2013068088A1","Individual applicant (Montenegro)","Montenegro","Patent"
"docdbRS1032U","Individual applicant (Serbia)","Serbia","Patent"
"docdbME02707B","13. Jul Plantaze","Montenegro","Patent"
"docdbRS20150111A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2012217791A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080166A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-88477","ZDRAVSTVENA USTANOVA INSTITUT ZA JAVNO ZDRAVLJE PODGORICA","Montenegro","FP7"
"docdbRS20140399A1","Individual applicant (Serbia)","Serbia","Patent"
"EUREKA-Network_Projects-2016","Inox md","Serbia","Eureka"
"docdbRS20050576A","Institute for Multidisciplinary Research (U Belgrade)","Serbia","Patent"
"docdbRS20110586A1","University of Belgrade","Serbia","Patent"
"docdbRS1339U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20150099A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1216U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20120065A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2015088366A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2009088655A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-93764","Ss. Cyril and Methodius University of Skopje","Macedonia","FP7"
"docdbRS20140713A1","University of Novi Sad","Serbia","Patent"
"docdbRS20060375A","Individual applicant (Montenegro)","Montenegro","Patent"
"docdbWO2014189399A1","AXON DOO ","Serbia","Patent"
"583984-CREA-1-2017-1-SI-CULT-COOP1","DECJI KULTURNI CENTAR BEOGRAD","Serbia","Creative Europe"
"CORDIS-208192","Macedonian Academy for Sciences and Arts","Macedonia","H2020"
"docdbMX2008006305A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050841A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1067U","PREDUZECE ZA PROJEKTOVANJE ","Serbia","Patent"
"docdbRS20110586A1","Economics Institute","Serbia","Patent"
"docdbRS20120193A1","RT-RK Computer Based Systems LLC","Serbia","Patent"
"docdbTW201332939A","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"EACEA-536581","NVO Geto","Serbia","Culture"
"CORDIS-194957","University of Novi Sad","Serbia","H2020"
"CORDIS-101810","University of Medicine, Tirana","Albania","FP7"
"docdbWO2011014623A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070320A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060095A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20110521A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20110234A2","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-200062","CENTER FOR EMPIRICAL CULTURAL STUDIES OF SOUTH EAST EUROPE","Serbia","H2020"
"EUREKA-Network_Projects-2475","University of Belgrade","Serbia","Eureka"
"EACEA-522469","Museum of Macedonia","Macedonia","Culture"
"docdbRS50639B","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070467A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-204348","Kreativno edukativni centar","Serbia","H2020"
"docdbRS20060596A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20130555A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-192454","University of Niš","Serbia","FP7"
"docdbRS20140327A1","RT-RK Computer Based Systems LLC","Serbia","Patent"
"docdbRS20070014A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-100560","University of Sarajevo","Bosnia and Herzegovina","FP7"
"docdbRS1158U","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2011110166A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050960A","NIVES PREDUZECE ZA PROIZV I TRGOVINU ","Serbia","Patent"
"docdbRS951U","INST LMS A D ","Serbia","Patent"
"CORDIS-110560","Ss. Cyril and Methodius University of Skopje","Macedonia","FP7"
"docdbRS898U","Individual applicant (Serbia)","Serbia","Patent"
"docdbES2391551T3","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbRS980U","Individual applicant (Serbia)","Serbia","Patent"
